No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender
584,HRMN-0584,Joie De Vivre,Verites,200000,50,EDP,"Strawberry, Pineapple, Mandarin","Rose, Jasmine","White Musk, Amber, Patchouli",Day,Female
585,HRMN-0585,After The Rain,Verites,240000,50,EDP,"Almond, Chocolate, Black Currant","Cedarwood, Tuberose, Sambac Jasmine","Amber, Sandalwood",Night,Female
586,HRMN-0586,Myriad Synastry,ORSAR,725000,80,EDP,"Blackberry, Grapefruit, Rose, Bergamot, Mandarin","Rose Absolute, Jasmine, Lily of the Valley, Ylang Ylang","Musk, Amber, Vanilla, Rosewood",Night,Female
587,HRMN-0587,Songbird,ORSAR,725000,80,EDP,"Fig Leaf, Neroli, Orange Blossom, Hyacinth, Petitgrain","Pink Pepper, Grapefruit, Rose, Gardenia, Cardamom","Cedarwood, Patchouli, Vetiver, White Amber",Day,Female
588,HRMN-0588,Transcendence,ORSAR,725000,80,EDP,"Freesia, Magnolia, Neroli, Orange Blossom, Pear, Sweet Pea","Osmanthus, Violet, Iris, Honeysuckle, Marshmallow, Cedarwood","Sandalwood, Musk, Vanilla, Benzoin",Day,Female
589,HRMN-0589,Conny,SAKA,129900,30,EDP,"Coconut, Blackcurrant, Bergamot","Vanilla, Licorice and Violet Blossoms","Powdery, Tropical, Lactonic",Day,Female
590,HRMN-0590,Teaphoria,SAKA,239900,50,XDP,"Bergamot, Mirabelle, Plum, Freesia","Orange Blossom, Jasmine Sambac, Darjeeling Tea, Osmanthus","Musk, Amber, Sandalwood, Cedarwood",Versatile,Unisex
591,HRMN-0591,After Bath,SAKA,239900,50,XDP,"Neroli, Dihydromyrcenol, Verbena, Aldehydic","Rose, Jasmine, Orange Flower","Milk, Sandalwood, Ambroxan, Musk",Versatile,Unisex
592,HRMN-0592,Emily,SAKA,229900,50,XDP,"White Floral, Patchouli, Woody","Sweet, Powdery","Warm Spicy, Vanilla",Night,Female
593,HRMN-0593,Harrod's,SAKA,229900,50,XDP,"Black Currant, White Peach, Coconut, Calabrian bergamot","Violet, Egyptian Jasmine, Bulgarian Rose","Vanilla, White Musk",Versatile,Unisex
594,HRMN-0594,Nashville,SAKA,129900,30,XDP,"Tangerine, Strawberry, PassionFruit, Pineapple, Grapefruit","Jasmine, Vanilla Orchid, Red Berries, Peony, Lily Valley","Musk, Woody, Oakmoss",Day,Female
595,HRMN-0595,Montpellier,SAKA,129900,30,XDP,"Citrus, Peony, Mandarin Orange","Rose, Osmanthus","Patchouli, Sandalwood, Pink Pepper",Versatile,Female
596,HRMN-0596,Florance,SAKA,129900,30,XDP,"Mandarin Orange, Blackcurrant, Bergamout, Grapefruit","Jasmine Sambac, Magnolia, Osmanthus, Peony, Green Notes","Vanilla, White Musk, Lily",Versatile,Female
597,HRMN-0597,Te Anue,SAKA,129900,30,XDP,"Pink Pepper, Orange Blossom, Pear","Coffee, Jasmine","Vanilla, Patchouli, Cedar",Night,Unisex
598,HRMN-0598,Olgaline,SAKA,229900,50,XDP,"Lemon, Water Notes","Rose, Sugar","Vanilla, Sugar, White Musk, Cedar",Versatile,Female
599,HRMN-0599,Gori,Fabron,215000,50,XDP,"Incense, Spices, Labdanum","Woody notes, Patchouli leaf","Amber, Guaiac wood, White musk, Vanilla",Versatile,Unisex
600,HRMN-0600,Numa,Fabron,215000,50,XDP,"Orange, Mandarin, Grapefruit","Mango, Nectarine, Blackcurant","Peach, Musk",Day,Unisex
601,HRMN-0601,Pleasure of Jo,Fabron,190000,50,EDP,"Bergamot, fruity accord, rose, pepper, cloves","Patchouli, sandalwood, iris, milk, heliotrope, cedarwood","Praline, musk, vanilla, tonka bean, benzoin",Night,Unisex
602,HRMN-0602,Bregas,Fabron,215000,50,EDP,"Black tea, Lavender, Bergamot, Lemon","Honey, Cinnamon, Cashmeran, Jasmine Sambac","Tobacco Leaf, Vanilla, Tonka Bean",Day,Unisex
603,HRMN-0603,Bizael,Fabron,190000,50,EDP,"Bergamot, Lavender, Cardamom","Dry Wood, Leathery Accord","Cedarwood, Amber, Patchouli",Night,Male
604,HRMN-0604,Johan Malik,Fabron,190000,50,EDP,"Tobacco leaf, spicy notes","Vanilla, cacao, tonka bean","Dried fruits, woody notes",Night,Male
605,HRMN-0605,Lost in the Italian Sea,Scents of Pluto,259000,50,EDP,"Italian bergamot, Aldehydes","Jasmine, Orange blossom","Sandalwood, White musk",Day,Female
606,HRMN-0606,Not That Kind of Cherry,Scents of Pluto,379000,50,EDP,"Frozen Cherry, Saffron, Mystical Incense","Juicy Sour Cherry, Cinnamon, Orris, Crimson Orris","Cherry Brandy, Benzoin, Cistus, Liquorous Woods",Night,Unisex
607,HRMN-0607,Hugged in Cashmere,Scents of Pluto,289000,50,EDP,"Bergamot, Cistus, Pepper","Saffron, Violet, Black Sesame","Musk, Sandalwood, Cashmere Wood",Night,Unisex
608,HRMN-0608,An Empty Room,Scents of Pluto,289000,50,EDP,"Lemon, Grapefruit, Bergamot","Floral, Metalic","Amber, Mineral, Oak Moss, Cedarwood, Musk",Night,Unisex
609,HRMN-0609,New Kind of Jungle,Scents of Pluto,379000,50,EDP,"lemon, Fresh wet herbs, nenuphar","watery yacinth, lush jungle accord, honeysuckle, blue tuberose","crystal musks, moss, modern woods",Versatile,Unisex
610,HRMN-0610,Ain't Yout Typical Candy,Scents of Pluto,379000,50,EDP,"Candied Lemon, Petitgrain, Tonic Orange","Endorphinoflor, Sunny Jasmine, Watery Fruits","Magic Vanilla, Ambery Woods, Coconut Milk",Day,Female
611,HRMN-0611,The Vanity Room,Scents of Pluto,259000,50,EDP,"Chamomile, Clary Sage","Honey, Cypriol","Amber, Musk, Blond Wood",Night,Female
612,HRMN-0612,Through the Mystic Forest,Scents of Pluto,259000,50,EDP,"Italian Cyprus, Myrtle, Rose","Sandalwood, Cedarwood","Amber, Musk, Rosewood",Night,Unisex
613,HRMN-0613,Moroccan Sunset,Alt,229000,50,EDP,"Neroli, bergamot, red fruits","orange blossom, jasmine, cinnamon, resin","Vanilla, caramel, musk, cedarwood",Night,Unisex
614,HRMN-0614,Teatime in Kyoto,Alt,229000,50,EDP,"Citrus , Jasmine, White floral","Eucalyptus, Green notes","Musk, Sandalwood",Day,Unisex
615,HRMN-0615,Uptown,Alt,299000,100,EDP,"Strawberry, Black currant, Red Apple, Citrus","Sweat pea, fressia, jasmine, rose","Raspberry, Musk, Sandalwood, Amber",Day,Female
616,HRMN-0616,Martini in New York,Alt,229000,50,EDP,"Bulgarian Rose, Neroli","White Rose, Jasmine, Turkish Rose","Myrrh, Musk, Amyriss",Night,Unisex
617,HRMN-0617,Baron,Alt,299000,100,EDP,"Cardamom, Lavender, Lemon","Coffee, Whiskey, Cinnamon, Leather, Mineral Notes","Tonka Bean, Amber, Incense",Versatile,Unisex
618,HRMN-0618,Joie de Vivre,Alt,279000,50,EDP,"Wild Cherry, Pink Pepper, Black Pepper, Coriander","Jasmine, Rose, Cognac, Ginger","Tonka Bean, Patchouli, Cashmere Wood, Cedar",Versatile,Unisex
619,HRMN-0619,Reverie,Alt,229000,50,EDP,"Tuberose, White Flower","Black Currant, Davana","Vanilla, Myrrh",Night,Female
620,HRMN-0620,Tahiti Sunrise,Alt,229000,50,EDP,"Coconut, Fruity Notes","Sea Salt, Solar Notes","Vanilla, Musk, Amber",Versatile,Unisex
621,HRMN-0621,Alexandria Oud,Alt,229000,50,EDP,"Incense, Spice Notes","Ambergris, Agarwood, Oud","Vanilla, Sandalwood, Civet, Cedar",Night,Unisex
622,HRMN-0622,Foxy,Alt,299000,100,EDP,"Passion fruit, grapefruit,pinnaple","Peony, Red berry, vanilla orchid, jasmine","Musk, woody, oakmoss",Night,Female
623,HRMN-0623,The Lioness Rasuna Said,House of Medici,375000,50,EDP,"Rose Otto, Rose Mallow, Clementine","Sedap Malam, Metallic Accord, Aldehydes","Tonkin Musk, Indonesian Vanilla",Night,Female
624,HRMN-0624,Stoa Palazzo,House of Medici,400000,50,EDP,"Bergamot, Orange Flower","Cassia, Immortelle","Sandalwood, Guiac Wood",Night,Unisex
625,HRMN-0625,Jingu Ensata,House of Medici,375000,50,EDP,"Iris Pallida, Grasss","White Suede, Violet","Vanilla, Musk",Day,Unisex
626,HRMN-0626,Midnight Blast Psalm,House of Medici,325000,50,EDP,"Plum, Wolfberry, Costus, Pomegranate","Tuberose, Jasmine, Dried Rose","Patchouli, Pine Tar, Opoponax",Night,Unisex
627,HRMN-0627,Gabriella the White Beams,House of Medici,325000,50,EDP,"Blood Orange, Pistachio, Pink Pepper","Tuberose, Jasmine, Ylang Ylang","Coconut, Amber, Tonka Bean",Versatile,Female
628,HRMN-0628,Hundred Man Slayer,House of Medici,400000,50,EDP,"Patchouli, Barley Mint, Olive","Tobacco, Resins, Dark Chocolate","Civet, Sandalwood",Night,Male
629,HRMN-0629,Galileo Astronomia,House of Medici,375000,50,EDP,"Lavender Bulgaria, Cola, Peppermint","Tobacco, Oak, Chinotto","Vetiver, Musk, Vannila",Versatile,Unisex
630,HRMN-0630,Jophiel the Crimson,House of Medici,375000,50,EDP,"Strawberry, Fir, Saffron, Rum","Jasmine Sambac, Caramel, Mocha","Vannila, Tonka Bean, Pine Tree",Night,Unisex
631,HRMN-0631,Daybreak Angel,House of Medici,325000,50,EDP,"lime, bergamot, bitter orange","juniper berries, jasmine, cedar","musk, ambergris, oakmoss",Versatile,Unisex
632,HRMN-0632,Lilac Wine,House of Medici,350000,50,EDP,"Wine, Saffron, Thyme","Lilac, Blueberry, Mocha","Leather, Heliotrope, Mahogany",Night,Female
633,HRMN-0633,Fatima La Isabella,House of Medici,350000,50,EDP,"Blue Chamomile, Cinnamon, Cacao","Turkish Rose, Tobacco Blossom, White Honey","White Chocolate, Dried fruits, Musk",Night,Female
634,HRMN-0634,Maria De Constantine,House of Medici,325000,50,EDP,"Dark Chocolate, Charcoal, Rum","Cherry, Espresso, Sangria","Cedarwood, Bitter Almond, Musk",Night,Female
635,HRMN-0635,Agape of Jeanne D'Arc,House of Medici,325000,50,EDP,"Maghrebi Mint Tea, Orange Blossom, Ginger","Magnolia,Iris, Cardamom, Basil","Praline, Bourbon Vanilla, Hay",Versatile,Unisex
636,HRMN-0636,Infatuation of Edward,House of Medici,325000,50,EDP,"Rum, Ethiopian Coffee","Java Coffee Oil, Pipe Tobacco, Jasmine","Dirty Oud, White Musk, Chestnut",Night,Male
637,HRMN-0637,Devil in a New Dress,House of Medici,350000,50,EDP,"May Rose, Pink Pepper, Saffron","Bulgarian Rose, Agarwood, Incense","Vanilla, Patchouli, Cocoa Powder",Night,Female
638,HRMN-0638,Paradise Reservoir,House of Medici,325000,50,EDP,"Lemon, Neroli, Yuzu","Blood Orange, Vetiver Bourbon, Liatrix","Fig Tree, White Musk, Amber",Day,Unisex
639,HRMN-0639,Opaque Ash,De Antoine,510000,100,XDP,"Grapefruit, Pear, Cardamom","Rose, Lily of the Valley, Tobacco Leaves","Patchouli, Woody Ambery, Cedarwood, Vanilla",Night,Unisex
640,HRMN-0640,Velvet Garden,De Antoine,510000,100,XDP,"Bergamot, Fruity, Spicy","Freesia, Jasmine, Lily of Valley, Orchid, Orris, Violet","Ambergris, Cedarwood, Musk, Sandalwood, tonka, Vanilla",Versatile,Female
641,HRMN-0641,Emperor's Spice,De Antoine,510000,100,XDP,"Apple, Lavender, Bergamot, Mandarin Orange","Geranium, Violet, Jasmine","Vanilla, Cardamom, Sandalwood, Pepper, Guaiac Wood, Patchouli",Night,Male
642,HRMN-0642,Caspian Coast,De Antoine,510000,100,XDP,"Lemon, Mandarin, Bergamot","Marine Note, Freesia, Pear, Amberwood","Musks, Cashmere Wood, Driftwood, Sandalwood",Day,Unisex
643,HRMN-0643,Kyoto Ceremony,De Antoine,510000,100,XDP,"Citrus Cocktail, Matcha Green Tea, Vegetal Softness","Orange Blossom, Milk Chocolate, Powdery, Mugane","Vanilla Pod, Velvet Musks, Precious Wood",Versatile,Unisex
644,HRMN-0644,Boise,De Antoine,385000,100,EDP,"Mandarin, Lemon, Pink Peppercorn","Blackcurrant, Jasmine, Freesia, Guava","Cedarwood, Musk, Patchouli",Day,Unisex
645,HRMN-0645,Joie de Vivre,De Antoine,385000,100,EDP,"Saffron, Juniperberries, Blackcurrant, Lemon","eather, Rose, White Flower","Musky, Powdery, Sweet Amber",Night,Female
646,HRMN-0646,Rosa Damascena,De Antoine,385000,100,EDP,"Bergamot, Mandarin",Damask Rose,"Damask Rose, Cedarwood, Musk",Versatile,Female
647,HRMN-0647,Homme Fatale,De Antoine,385000,100,EDP,"Sage, Violet, Bergamot","Violet, Lavender","Cedarwood, Wood, Musk",Versatile,Male
648,HRMN-0648,L'amour Toujours,De Antoine,430000,100,XDP,Peony,Peony,Peony,Day,Female
649,HRMN-0649,Clair de Lune,De Antoine,430000,100,XDP,"Pink Pepper, Rose, Oceanic","Violet, Peony","Musk, Sandalwood",Versatile,Female
650,HRMN-0650,Mansion Heir,EONA,329000,75,EDP,"Plum, Grapefruit, Sage, Violet","Lily, Heliotrope, Cooked milk, Jasmine, Rose","Musk, Raspberry, Vanilla, Sandalwood, Muguet",Night,Female
651,HRMN-0651,Under the Moonlight,EONA,329000,75,EDP,"Bergamot, Geranium, Rose","Oud, Leather","Amber, Sandalwood, Patchouli, Cedarwood",Night,Unisex
652,HRMN-0652,Cold Shower,EONA,329000,75,EDP,"Bergamot, Lemon, Orange","Lily of the Valley, Coriander, Nutmeg","Guaiacwood, Cashmere Wood, Amber",Day,Unisex
653,HRMN-0653,Casanova,Fonce,235000,50,XDP,"Lavender, Bergamot","Milk, Jasmin, Cedar","Coffee, Tonka, Vanilla",Night,Unisex
654,HRMN-0654,Teased,Fonce,235000,50,XDP,Letchi,"Damask Rose, Grass Rose, Chamomile","Musk, Woody Notes",Day,Female
655,HRMN-0655,Morning Tea,Fonce,235000,50,XDP,"Tea, Orange","Jasmine, Matcha","White Chocolate, Oakmoss, Cedar",Day,Unisex
656,HRMN-0656,Iris Alpha,Fonce,275000,50,XDP,Bergamot,"Iris, Jasmine, Lilly of the Valley, Cinnamon","White Musk, Patchouli, Vanilla, Tonka Bean, Animal Notes",Night,Unisex
657,HRMN-0657,Santal,Fonce,190350,50,XDP,"Violet, Cardamom","Papyrus, Iris","Cedarwood, Sandalwood, Leather, Amber",Versatile,Unisex
658,HRMN-0658,La Nuit,Fonce,190350,50,XDP,"Cardamom, Clove","Bergamote, Cedar, Lavender","Vétiver, Cumin",Night,Unisex
659,HRMN-0659,Jasmin Blossom,Fonce,190350,50,XDP,Orange Blossom,Jasmine,"Honey, Patchouli, Virginia Cedar, Rose",Day,Female
660,HRMN-0660,Rosewood,Fonce,190350,50,XDP,"Rose, Cumin","Rose, Vetiver, Cedarwood","Musk, Guaia, Olibanum, Labdanum, Agarwood",Versatile,Unisex
661,HRMN-0661,De Bleu,Fonce,190350,50,XDP,"Grapefruit, Lemon","Patchouli, Ginger","Incense, Amber, Cedarwood",Versatile,Male
662,HRMN-0662,British Pear,Fonce,190350,50,XDP,"Pear, Melon","Fresia, Rose","Musk, Patchouli, Amber",Day,Female
663,HRMN-0663,Roses Vanille,Fonce,190350,50,XDP,"Sea Notes, Lemon","Rose, Creamy","Vanilla, Sugar, White Musk",Versatile,Female
664,HRMN-0664,Tabac Vanille,Fonce,190350,50,XDP,"Tobaco Leaf, Spicy Notes","Tonka Bean, Tobacco Blossom, Vanille, Cacao","Dried Fruity, Woody Notes",Night,Unisex
665,HRMN-0665,Vanille and Salt,Fonce,190350,50,XDP,"Jasmine, Ginger","Vanille, Salt","Ambergris, Sandalwood",Versatile,Unisex
666,HRMN-0666,Frosted,Fraghead,385000,100,EDP,"rose, beer","mint, tangerine","orris, musk",Versatile,Unisex
667,HRMN-0667,Hearing,Fraghead,399000,100,EDP,"Grapefruit, Pepper",Jasmine Sambac,Vetiver,Day,Unisex
668,HRMN-0668,Baby Boomers,Honino,239000,50,EDP,"Pink Pepper, Blackcurrant, Red Rose","Sandalwood, Cahmere Wood, Aldehydic","Patchouli, Moss, Musk",Versatile,Unisex
669,HRMN-0669,Teddy's Blanket,Honino,220000,50,EDP,"Mandarin, Apple, Grapefruit","Jasmine, Tuberose, Lemon","musk, Heliotrope, Amber",Versatile,Unisex
670,HRMN-0670,Shower Song,Honino,220000,50,EDP,"Neroli, Pear, Bergamot, Grapefruit, Lemon","Orange Blossom, Stephanotis, Rose, Peach, Blackcurrant","Musk, Cedarwood, Cashmere Wood, Patchouli",Versatile,Unisex
671,HRMN-0671,Romeo & Roses,Honino,220000,50,EDP,"Ambery, Rose, Vanilla, Lily, Musk, Aldehydic, Ylang-Ylang","moroccan Rose, Ambery, Damascena Rose, Musk, Jasmine","Vanilla Gourmand, Musk, Iris, Amber, Vetiver, Patchouli",Versatile,Unisex
672,HRMN-0672,Weekend Daydream,Olmorva,111600,30,EDP,Transparent Flower,"Orris, Rose, Jasmine","Orcanox, Lorenox, Musk",Versatile,Unisex
673,HRMN-0673,Major Icon,Olmorva,125550,30,EDP,"Grapefruit, May Rose, Pink Pepper, Damascena Rose","Labdanum, Amberwood","Patchouli, Musk",Versatile,Unisex
674,HRMN-0674,Fells Like Romance,Olmorva,111600,30,EDP,"Coconut, Honeysuckle, Lemon","Tuberose, Jasmine, Gardenia, Ambrette, Musk","Vanilla, Sandalwood, Musk, Patchouli",Night,Female
675,HRMN-0675,Sparkling Escape,Olmorva,111600,30,EDP,"Bergamot, Mandarin, Pear","White Amber, Amberwood","Violet Leaves, Sandalwood cream, Musk",Day,Unisex
676,HRMN-0676,Duchess Charm,Olmorva,111600,30,EDP,"Lavender, Pepper, Orange Zest","Fresh Flower, Powdery, Sandalwood","Amberwood, Lorenox",Night,Unisex
677,HRMN-0677,Grounded Whisper,Personal Chemistry,879000,50,EDP,"Fig Tree Leaves, Lilac","Osmanthus, Ylang-ylang","Haiti Vetiver, Satin Musk",Versatile,Unisex
678,HRMN-0678,No Ordinary Days,Personal Chemistry,879000,50,EDP,"Scalary Sage, Violet Leaves","Jasmine Sambac, Geranium, Tea Leaves","Rain Accord, White Musk",Day,Unisex
679,HRMN-0679,Patina,Personal Chemistry,879000,50,EDP,"Peach, Violet Leaves","Tuberose, Rose, Orange Blossom","Cashmeran, Suede, Musks, Sandalwood",Night,Unisex
680,HRMN-0680,Unspoken,Personal Chemistry,879000,50,EDP,"Plum, Pink Pepper, Cardamom","Damascena Rose, Incense, Elemi","Patchouli, Gaiac Wood, Cypriol",Night,Unisex
681,HRMN-0681,Velvet Kiss,Personal Chemistry,879000,50,EDP,"Juicy Tangerine, Davana, Raspberry","Orange Blossom, Damascena Rose, Violet, Cyclamen","Orris, Cashmeran, Cedarwood",Versatile,Female
682,HRMN-0682,Berilium,Eser,245000,50,XDP,"Passionfruit, Pear, Raspberry","Lily of the Valley, Peach, Amber dry","Musk, Sandalwood, Heliotrope",Night,Unisex
683,HRMN-0683,Eden,Eser,245000,50,XDP,"Green Apple, Kumquat Peel","Lily of the Valley, Gardenia, Freesia","Amber, Cedarwood, Musk",Day,Female
684,HRMN-0684,Signature FO 005,Fakhrul Oud,750000,50,XDP,"Violet leaf, Moringa, Mandarin Orange","Turkish rose blossom, Lily of the valley, Pink pepper, Coriander, Orris","Patchouli sumatra, Styrax sumatra, Amber, Galbanum, Tahitian Vanilla",Versatile,Unisex
685,HRMN-0685,Tropical Oud,Fakhrul Oud,1680000,50,XDP,"Blackcurrant, Fruity notes","Agarwood sumatra, Turkish rose, Saffron, Pink pepper","Borneo oud, Amber, Styrax, Labdanum, Patchouli Aceh, Sandalwood sumatra, Musk, Olibanum, Vanilla",Night,Unisex
686,HRMN-0686,Ceylon Tea,Fakhrul Oud,900000,50,EDP,"Lemon, Bergamot, Mint","Indonesian tea, Petitgrain, Jasmine, Neroli, Cubeb, Fennel","Ceylon tea, Ambrette seed, Oakmoss, Vetiver, Sandalwood, Patchouli",Versatile,Unisex
687,HRMN-0687,Signature 002,Fakhrul Oud,900000,50,XDP,"Nutmeg Aceh, Saffron","Jasmine sambac, Bulgarian rose","Indonesia Oud, Musk, Patchouli, Amber",Night,Unisex
688,HRMN-0688,Tease,MORF,349000,30,EDP,"Grapefruit, peach","Peony, blackberry, plastic","Rose, musk, agarwood",Versatile,Unisex
689,HRMN-0689,Tempt,MORF,349000,30,EDP,"Star anise, clove","Fennel, whiskey","Amber, agarwood, benzoin",Night,Unisex
690,HRMN-0690,Obscure,MORF,349000,30,EDP,"Bergamot, lemon",Clary sage,Cedarwood,Versatile,Unisex
691,HRMN-0691,Strawberry Shortcake,Laux,99000,50,EDP,"Fruity, Strawberry, Sweet, Fresh",-,-,Day,Unisex
692,HRMN-0692,Milky Shake,Laux,99000,50,EDP,"Vanilla, Milk, Calm, Powdery, Sweet",-,-,Day,Unisex
693,HRMN-0693,Cookies & Cream,Laux,99000,50,EDP,"Vanilla Cake, Calm, Powdery, Balsamic, Creamy",-,-,Night,Unisex
694,HRMN-0694,Sweet Berry,Laux,99000,50,EDP,"Floral, Berry, Sweet, Soft, Fresh",-,-,Day,Unisex
695,HRMN-0695,Fresh Melon,Laux,99000,50,EDP,"Fresh, Melon, Milk, Sweet, Candy",-,-,Day,Unisex
696,HRMN-0696,Jelly Grape,Laux,99000,50,EDP,"Fruity, Grape, Blackcurrant, Fresh, Classic",-,-,Day,Unisex
697,HRMN-0697,Floral Saffron,Laux,99000,50,EDP,"Floral, Powdery, Woody, Warm Spice, Sweet",-,-,Night,Unisex
698,HRMN-0698,Gummy Candy,Laux,99000,50,EDP,"Candy, Fruity, Cranberry, Sweet, Mint",-,-,Day,Unisex
699,HRMN-0699,Pina Colada,Laux,99000,50,EDP,"Coconut, Vanilla, Pineapple, Lily, Tropical",-,-,Day,Unisex
700,HRMN-0700,Melted Caramel,Laux,99000,50,EDP,"Brown Sugar, Vanilla, Popcorn, Butter, Smoky",-,-,Day,Unisex
701,HRMN-0701,Ultimate Angel,Avantglossy,149000,30,XDP,"Blood Orange, Bergamot","Tuberose, Lily of the Valley, Jasmine Sambac",Sandalwood,Day,Female
702,HRMN-0702,Fallen Angel,Avantglossy,149000,30,XDP,"Blueberry, Geranium, Incense","Saffron, Oud","Amberwood, Birch, Rose",Night,Female
703,HRMN-0703,Fantasy,World of Make Scents,259000,50,XDP,"Jasmine, Tuberose, Lily","Spicy Marine, Green Leaves, Fruity","Sandalwood, Musk, Amber",Versatile,Female
704,HRMN-0704,Summerity,World of Make Scents,259000,50,XDP,"Apple, Peach, Watermelon, Guava","Pineapple, Jasmine, Ozonic, Coconut Milk","Cedar, Sandalwood, Musky",Day,Female
705,HRMN-0705,Somewhere in Shanghai,Astree,349000,50,EDP,"Osmanthus, Bergamot","Green Tea, Jasmine Tea, Silver Needle","Cedarwood, Ambrette",Day,Unisex
706,HRMN-0706,Garden in a Bouqet,Astree,349000,50,EDP,"Lemon, bergamot, Apple, Pear","Neroli, Southern Magnolia, Honey Rose, White Rose","Ambrette, Heliotrope, Indonesian Vanilla",Day,Female
707,HRMN-0707,Sunday at Monaco,Astree,349000,50,EDP,"Bergamot, Orange, Lemon, Mandarin","Clove, Tolu, Ylang-Ylang","Cedarwood, Incense, Myrrh, Vetiver",Day,Male
708,HRMN-0708,Villa De La Rose,Astree,349000,50,EDP,"Black Pepper, Magnolia","May Rose, Damask Rose, Geranium","Patchouli, Rose, Moss, Amberwood",Day,Female
709,HRMN-0709,A Day at the Park,Astree,349000,50,EDP,Ambrette,"Poppy, Fig, Orris","Tonka Beans, Heliotrope, Barley",Day,Unisex
710,HRMN-0710,Ocean Breeze,Astree,349000,50,EDP,"Sea Salt, Grapefruit",Sage,"Seaweed, Musk",Day,Unisex
711,HRMN-0711,Whispering Wind,Astree,349000,50,EDP,"Green Notes, Bergamot, Pepper","Water, Rain, Turkish Rose, Jasmine","Pine Tree, Moss, Patchouli",Day,Unisex
712,HRMN-0712,1750,Astree,349000,50,EDP,Moon Flower,Chamomile,White Musk,Day,Unisex
713,HRMN-0713,La La Lilac,Diell,289000,50,XDP,"Lilac, Cherry, Cream, Pear, Apple","Honey, Peony, Tulip, Plum, Rose","Musk, Violet, Sandalwood",Day,Female
714,HRMN-0714,Symphonia de Iris,Diell,289000,50,XDP,Iris,Sandalwood,"Tonka Bean, Benzoin",Versatile,Unisex
715,HRMN-0715,Capri in Summer,Diell,289000,50,EDP,"Lime, Petitgrain, Cardamom","Green Tea, Mate, Coriander","White Musk, Cedar, Rock Rose",Day,Unisex
716,HRMN-0716,Caramella,Diell,289000,50,EDP,"Carnation, Jasmine","Patchouli, Sandalwood","Caramel, Coffee, Vanilla",Night,Unisex
717,HRMN-0717,Spring Memories,Diell,289000,50,EDP,Violet Leaves,"Orris Root, Heliotrope",Oak,Day,Unisex
718,HRMN-0718,Soleil,Fetch,195000,50,XDP,"Pepper, Lemon, Aromatic",Rose,"Patchouli, Oakmoss",Versatile,Unisex
719,HRMN-0719,Megalopolis,Fetch,195000,50,XDP,"Jasmine, Orange","Roses, ylang-ylang","Patchouli, woods, vanilla",Versatile,Unisex
720,HRMN-0720,Kanna,Fetch,195000,50,XDP,"Berries, Almond, Ginger","Cherry, Jasmine, Rose","White Jasmine, Sweet Vanilla",Versatile,Female
721,HRMN-0721,Slow Waltz,Fetch,165600,30,EDP,"Jasmine, saffron","Ambergris, amberwood","Resin, fir, cedar",Versatile,Unisex
722,HRMN-0722,Libertango,Fetch,165600,30,EDP,"coriander, lavender, galbanum, grapefruit, tea, neroli, petitgrain, bergamot","guaiac wood, nutmeg, balsam fir, cardamom, pepper, Brazilian rosewood","iris, musk, sandalwood, oakmoss, cedar",Versatile,Male
723,HRMN-0723,Johakyu,Fetch,165600,30,EDP,"white lily, violet leaves, green accents","black lilac, white peony, baile rose, jasmine","patchoulli, sandalwood",Versatile,Female
724,HRMN-0724,Indische,Fetch,165600,30,EDP,"blackcurrant, bergamot, apple, pineapple","dry birch, rose, patchoulli, moroccan jasmine","Oak moss, musk, vanilla, ambergris",Versatile,Male
725,HRMN-0725,Arabesque,Fetch,165600,30,EDP,"citrus, rosewood","apple martini,narcissus, orchid","white amber, cedar, white musk",Versatile,Unisex
726,HRMN-0726,Magnetic,Forsol,289000,50,EDP,"Green Apple, Dew, Eucalyptus","White Tulips, Mimosa, Marine Notes","White Musk, Sandalwood, Vetiver, Coconut",Versatile,Unisex
727,HRMN-0727,Sentimetal,Forsol,289000,50,EDP,"Cypress Leaf, Sage","Cold Metal, Juniper Berries, Tonka Bean, Jasmine","Burnt Wood, White Musk, Powdery Notes",Versatile,Unisex
728,HRMN-0728,Green Scene,Forsol,244020,50,EDP,White Champagne,"Black Tea, Fig, Bitter Orange","Cedarwood, Soft Vetiver",Versatile,Unisex
729,HRMN-0729,Rose Pepper,Forsol,249000,50,EDP,"Turkish Rose, Pink Pepper","Raspberry Blossom, Rose","Amber, Papyrus",Versatile,Unisex
730,HRMN-0730,Charmomile,Forsol,244020,50,EDP,"Clary Sage, Chamomile","Water, Cypriol","Amber, Musk, Blond Wood",Versatile,Unisex
731,HRMN-0731,Melancholy Verse of a Forgotten Flower,GHAIER,260000,50,EDP,"Paper, White Tea","Lilac, Mimosa, Violet, Lily of the Valley","Musk, White Musk, Ambrette",Versatile,Unisex
732,HRMN-0732,The Final Cadence,GHAIER,250000,50,EDP,"Neroli, Lime, Bergamot, Bitter Orange","Freesia, Rose, Lily of the Valley, Orange Blossom","Musk, Cedar, Leather, Vanilla, Sandalwood",Versatile,Unisex
733,HRMN-0733,Atheia the Smilax Ornata,GHAIER,245000,50,EDP,"Chinotto, Sarsaparilla","Ylang Ylang, Neroli, Geranium, Carnation","Labdanum, Vanilla, Birch, Star anise",Versatile,Unisex
